,handle,solvedCount,class,tier,ratingByProblemsSum,university
2482,sw0000j,246,4,15,1201,경희대학교
2483,rjsdntlsdj,286,4,15,1191,경희대학교
2484,sanghunyun22,109,5,15,1191,경희대학교
2485,lcm5500,364,4,15,1165,경희대학교
2486,mymelody,353,4,15,1164,경희대학교
2487,rhkrqudals,389,4,15,1155,경희대학교
2488,bigmsh,199,1,15,1316,경희대학교
2489,punchdrunkllov2,312,4,15,1162,경희대학교
2490,siosio24,426,3,15,1196,경희대학교
2491,dlsrjsdl6505,271,4,15,1169,경희대학교
2492,dannykm,175,5,15,1146,경희대학교
2493,rnxogud136,612,4,15,1131,경희대학교
2494,cracker06,232,4,15,1166,경희대학교
2495,qaz3699,135,0,15,1346,경희대학교
2496,choah76,289,4,15,1141,경희대학교
2497,hil00077,352,4,15,1128,경희대학교
2498,ksw9997,224,4,15,1152,경희대학교
2499,syw5141,341,4,15,1124,경희대학교
2500,mjoo1106,309,4,15,1127,경희대학교
2501,spearkkk,326,3,15,1171,경희대학교
2502,trevor522,178,4,15,1158,경희대학교
2503,seoyeon1018,195,4,15,1147,경희대학교
2504,aaaa727,522,4,15,1092,경희대학교
2505,akrso06197,361,3,15,1157,경희대학교
2506,van133,415,4,14,1095,경희대학교
2507,hjs7747,231,4,14,1124,경희대학교
2508,overwindow,274,4,14,1112,경희대학교
2509,wish,271,3,14,1161,경희대학교
2510,ghlee9883,303,4,14,1099,경희대학교
2511,qudtjr0409,317,4,14,1089,경희대학교
2512,yongdol503,365,4,14,1076,경희대학교
2513,phobyjun,199,4,14,1112,경희대학교
2514,loveysuby,281,3,14,1136,경희대학교
2515,rlaqjarn1008,243,4,14,1092,경희대학교
2516,dkyou7,342,4,14,1068,경희대학교
2517,worl5604,343,1,14,1190,경희대학교
2518,doralife12,1102,4,14,1028,경희대학교
2519,kmk324,229,3,14,1126,경희대학교
2520,imash0728,198,4,14,1084,경희대학교
2521,jtj323,215,1,14,1202,경희대학교
2522,kebee95,252,3,14,1115,경희대학교
2523,linear114,320,3,14,1100,경희대학교
2524,jwseo001,253,4,14,1063,경희대학교
2525,contail,280,3,14,1105,경희대학교
2526,hackerbv,185,3,14,1128,경희대학교
2527,felicia,263,4,14,1048,경희대학교
2528,nokh9503,293,3,14,1091,경희대학교
2529,insuesong,354,4,14,1029,경희대학교
2530,yechan2468,239,4,14,1049,경희대학교
2531,arietis,390,3,14,1069,경희대학교
2532,ysb8049,210,2,14,1153,경희대학교
2533,curihus,421,4,14,1009,경희대학교
2534,twotwo28,200,4,14,1047,경희대학교
2535,altmd99,308,3,14,1067,경희대학교
2536,wjdjsy210,223,4,14,1032,경희대학교
2537,krgreenteabro,521,3,14,1037,경희대학교
2538,qwqw1314,215,3,14,1083,경희대학교
2539,play2ski,211,4,14,1032,경희대학교
2540,pimang62,273,3,14,1064,경희대학교
2541,lovewissm,297,3,14,1055,경희대학교
2542,sju0924,208,2,14,1114,경희대학교
2543,ghkdlxld314,136,0,14,1190,경희대학교
2544,jhoon0823,160,5,14,978,경희대학교
2545,khup98,209,4,14,1008,경희대학교
2546,rhdwnsla1223,276,2,14,1089,경희대학교
2547,kms1998,306,4,14,979,경희대학교
2548,hyungzin0309,105,4,14,1039,경희대학교
2549,guhyun9454,403,3,14,1008,경희대학교
2550,dhrhkdwn7,186,3,14,1053,경희대학교
2551,jmsk1998,166,3,14,1057,경희대학교
2552,ugly2003,112,4,14,1027,경희대학교
2553,dbwhdtjr0457,308,3,14,1012,경희대학교
2554,tjddus424,212,3,13,1027,경희대학교
2555,audtjrauddn,263,3,13,1003,경희대학교
2556,firefinger08,190,3,13,1023,경희대학교
2557,choi5798,236,3,13,1004,경희대학교
2558,gdw99,208,4,13,961,경희대학교
2559,nkmj0623r222,205,3,13,1011,경희대학교
2560,monica0326,196,3,13,1006,경희대학교
2561,greenrain,177,3,13,1010,경희대학교
2562,dhwns1003,164,4,13,960,경희대학교
2563,vkdls754,189,3,13,998,경희대학교
2564,kani215,218,3,13,982,경희대학교
2565,manatom,205,3,13,980,경희대학교
2566,mardi83494,247,3,13,960,경희대학교
2567,pooohding,213,3,13,968,경희대학교
2568,choms0209,120,4,13,953,경희대학교
2569,stevem95,161,2,13,1035,경희대학교
2570,sjyelf,138,2,13,1040,경희대학교
2571,ds257873,435,3,13,921,경희대학교
2572,ehddud2468,243,3,13,953,경희대학교
2573,sunyeong0412,363,3,13,918,경희대학교
2574,tejavascript,226,2,13,990,경희대학교
2575,sundong99,213,3,13,940,경희대학교
2576,bluehyena123,196,2,13,994,경희대학교
2577,entjq9502,145,3,13,963,경희대학교
2578,sonic247897,148,3,13,956,경희대학교
2579,wnsdud1861,182,1,13,1015,경희대학교
2580,rkdgusxo66,181,3,13,940,경희대학교
2581,rosdurtls2,786,3,13,872,경희대학교
2582,sum9611,140,3,13,943,경희대학교
2583,rucky29,121,3,13,945,경희대학교
2584,hws0120,148,3,13,924,경희대학교
2585,sh0454,191,3,13,906,경희대학교
2586,asset,188,2,13,955,경희대학교
2587,dalae37,382,3,13,863,경희대학교
2588,adhoc0909,188,3,13,904,경희대학교
2589,chuublossom,164,3,13,912,경희대학교
2590,brent912,545,3,13,845,경희대학교
2591,shin710313,257,3,13,882,경희대학교
2592,soyeong,105,3,13,937,경희대학교
2593,j_hyunj,384,2,13,907,경희대학교
2594,xhae000,227,3,13,884,경희대학교
2595,kylej4,184,2,12,944,경희대학교
2596,kimwj9792,224,1,12,953,경희대학교
2597,grreen07,135,3,12,903,경희대학교
2598,lclgood97,191,3,12,874,경희대학교
2599,seo0408,268,2,12,897,경희대학교
2600,euzl,180,2,12,917,경희대학교
2601,minahkim026,218,3,12,848,경희대학교
2602,ekekekgml,220,2,12,892,경희대학교
2603,epser,234,2,12,885,경희대학교
2604,eshkim77,163,1,12,931,경희대학교
2605,leehakjoo,162,1,12,918,경희대학교
2606,cjhoon96,176,2,12,884,경희대학교
2607,junmoo1212,127,2,12,899,경희대학교
2608,rnsjtm0811,171,3,12,828,경희대학교
2609,kdg1683,128,3,12,843,경희대학교
2610,sun4_me,548,3,12,762,경희대학교
2611,playjnj,140,3,12,836,경희대학교
2612,kdc9619,197,1,12,888,경희대학교
2613,ghd4567,130,3,12,832,경희대학교
2614,flowerlsh0118,159,3,12,819,경희대학교
2615,junjjang2,166,2,12,866,경희대학교
2616,sjh17,111,0,12,940,경희대학교
2617,rye,216,3,12,790,경희대학교
2618,qkfvpd96,122,0,12,924,경희대학교
2619,rlgns0705,101,0,12,927,경희대학교
2620,rlawnstn0904,162,3,12,797,경희대학교
2621,taemin4u,100,3,12,817,경희대학교
2622,ch3044637,96,3,12,806,경희대학교
2623,wjkim9653,238,3,12,748,경희대학교
2624,bohomi1995j,182,3,12,764,경희대학교
2625,n1mb0606,106,2,12,846,경희대학교
2626,jae_hooni,167,2,12,807,경희대학교
2627,orcafrog,313,2,12,767,경희대학교
2628,kohj1357,185,2,12,797,경희대학교
2629,kjhun1208,170,2,11,799,경희대학교
2630,youngju6143,297,2,11,763,경희대학교
2631,j2on,211,2,11,783,경희대학교
2632,hand32,136,1,11,833,경희대학교
2633,intkr,148,1,11,822,경희대학교
2634,da3107,120,1,11,829,경희대학교
2635,happiness0110,122,0,11,851,경희대학교
2636,sea1hee,146,2,11,789,경희대학교
2637,ababwjdgusdk,152,3,11,727,경희대학교
2638,asd8500,137,2,11,778,경희대학교
2639,akrap,155,1,11,794,경희대학교
2640,minjun9282,226,2,11,745,경희대학교
2641,polapo,92,0,11,841,경희대학교
2642,good1588,152,3,11,706,경희대학교
2643,mathmjseo,123,1,11,782,경희대학교
2644,thesy0207,93,3,11,723,경희대학교
2645,dudrlf1859,106,2,11,763,경희대학교
2646,satuboy,144,1,11,765,경희대학교
2647,daisyjeon,126,1,11,772,경희대학교
2648,gywk1055,288,2,11,687,경희대학교
2649,sky21kr,201,2,11,707,경희대학교
2650,grail,74,0,11,812,경희대학교
2651,blacksnake,205,2,11,699,경희대학교
2652,wjlee0908,116,0,11,769,경희대학교
2653,solotache,192,2,11,685,경희대학교
2654,yoongja_ya,129,1,11,735,경희대학교
2655,hjj2712,144,2,11,702,경희대학교
2656,mhkang94,91,0,11,778,경희대학교
2657,jihoonlee199,211,2,11,677,경희대학교
2658,ssumssum,161,3,11,644,경희대학교
2659,ghlim,65,0,11,790,경희대학교
2660,sodurm,96,0,11,768,경희대학교
2661,zkdvnd,147,3,11,643,경희대학교
2662,lumayi,100,2,11,699,경희대학교
2663,ssol2906,147,2,11,673,경희대학교
2664,shi1252,152,2,11,664,경희대학교
2665,lees8351,237,2,11,633,경희대학교
2666,swhan9404,132,1,10,682,경희대학교
2667,con11235,163,2,10,642,경희대학교
2668,sidewinder91,70,0,10,735,경희대학교
2669,hizibu5,100,2,10,658,경희대학교
2670,wjddns5454,170,2,10,626,경희대학교
2671,ilios9,187,2,10,618,경희대학교
2672,lgs2927,164,2,10,619,경희대학교
2673,zoonie,170,1,10,637,경희대학교
2674,sjw0592,189,2,10,596,경희대학교
2675,kugorang,148,1,10,633,경희대학교
2676,cjy8922,107,0,10,674,경희대학교
2677,syk6715,174,2,10,591,경희대학교
2678,tjdwns0714,136,2,10,607,경희대학교
2679,vlvkrhksgml0902,115,3,10,565,경희대학교
2680,skawndndhk,121,2,10,608,경희대학교
2681,honey333888,125,2,10,605,경희대학교
2682,moon115599,94,3,10,568,경희대학교
2683,juanjh60,118,1,10,629,경희대학교
2684,muzy06038,112,2,10,603,경희대학교
2685,cqe9933,114,1,10,626,경희대학교
2686,abgkf6,74,0,10,669,경희대학교
2687,bhhh569,165,2,10,575,경희대학교
2688,lyy5825,87,2,10,602,경희대학교
2689,itoodo12,154,2,10,562,경희대학교
2690,emiyuel,247,2,10,526,경희대학교
2691,park_csu,97,2,10,579,경희대학교
2692,mifa031,114,1,10,591,경희대학교
2693,yang94lol,74,2,10,583,경희대학교
2694,doolyabs,115,2,10,557,경희대학교
2695,fkrlsp2,103,1,10,583,경희대학교
2696,lastcom1,131,2,10,535,경희대학교
2697,leedw808,138,2,10,532,경희대학교
2698,shw2662,63,0,10,622,경희대학교
2699,myson1030,86,0,10,606,경희대학교
2700,svcbn,165,2,10,516,경희대학교
2701,kimjy56,124,2,10,530,경희대학교
2702,jekk,148,2,10,517,경희대학교
2703,memoming,87,1,10,567,경희대학교
2704,narnarr,112,2,10,528,경희대학교
2705,cvvc1997,71,0,9,588,경희대학교
2706,mingi9391,161,2,9,493,경희대학교
2707,jyng2227,136,1,9,523,경희대학교
2708,dbqls3303,140,2,9,495,경희대학교
2709,jhy0412,131,2,9,496,경희대학교
2710,jjh7632016,88,2,9,517,경희대학교
2711,ch3ckm4te,128,2,9,495,경희대학교
2712,cstandard,157,1,9,507,경희대학교
2713,rhacod,135,2,9,487,경희대학교
2714,jaesangyu1222,71,0,9,562,경희대학교
2715,felkas,102,2,9,492,경희대학교
2716,leti,119,2,9,476,경희대학교
2717,zzamdoly,157,1,9,484,경희대학교
2718,bg5052,121,1,9,498,경희대학교
2719,bjh1750,115,2,9,475,경희대학교
2720,kth0321,104,1,9,505,경희대학교
2721,gunsbrother,111,1,9,498,경희대학교
2722,bl5angel,199,1,9,460,경희대학교
2723,myyou331,91,1,9,497,경희대학교
2724,woojinhwang,110,2,9,461,경희대학교
2725,hwannam,88,1,9,488,경희대학교
2726,craw_ling,127,2,9,442,경희대학교
2727,nontoperf,116,2,9,444,경희대학교
2728,jj5973,190,1,9,433,경희대학교
2729,7381pp,116,2,9,434,경희대학교
2730,kangtak1101,78,2,9,450,경희대학교
2731,seonghyuk,108,1,9,453,경희대학교
2732,fcaphs,99,2,9,428,경희대학교
2733,jiko79,160,1,9,423,경희대학교
2734,herrtane,94,2,9,420,경희대학교
2735,wilko97,72,0,9,483,경희대학교
2736,dpel99959,89,2,9,401,경희대학교
2737,mearteci,89,2,9,401,경희대학교
2738,qjqtk0303,113,2,9,374,경희대학교
2739,happyhoo,79,1,8,413,경희대학교
2740,dhk1349,109,1,8,392,경희대학교
2741,dmis,124,1,8,376,경희대학교
2742,himchan02,98,1,8,384,경희대학교
2743,shfo5236,61,1,8,401,경희대학교
2744,juny0814,160,1,8,347,경희대학교
2745,bjy557,70,0,8,415,경희대학교
2746,kevinc02,115,1,8,355,경희대학교
2747,basher,153,1,8,332,경희대학교
2748,ljs1015,98,1,8,358,경희대학교
2749,ranazang,73,1,8,368,경희대학교
2750,drsuneamer,73,1,8,366,경희대학교
2751,wlghksx,88,2,8,332,경희대학교
2752,platoon07,46,0,8,404,경희대학교
2753,dnwjdtn21,87,1,8,348,경희대학교
2754,sikso1892,67,0,8,378,경희대학교
2755,ddaguejo0,64,0,8,378,경희대학교
2756,minyung1240,50,0,8,387,경희대학교
2757,shintom,84,2,8,315,경희대학교
2758,leebang54,91,1,8,331,경희대학교
2759,opical68,63,0,8,365,경희대학교
2760,cosmos7,80,2,8,302,경희대학교
2761,rlagusrl0828,97,1,8,318,경희대학교
2762,hoonly01,101,1,8,314,경희대학교
2763,zacquisha130,82,2,7,289,경희대학교
2764,wowo95,56,1,7,327,경희대학교
2765,sozerodev,82,1,7,309,경희대학교
2766,soojin2651,84,1,7,304,경희대학교
2767,uss0302,99,1,7,294,경희대학교
2768,algml9538,54,0,7,333,경희대학교
2769,qwerty987,85,1,7,287,경희대학교
2770,vict0716,79,1,7,291,경희대학교
2771,1228gkfbf,89,1,7,284,경희대학교
2772,j20210310,34,0,7,344,경희대학교
2773,fheldgktpdy,91,1,7,281,경희대학교
2774,imyme01,76,1,7,288,경희대학교
2775,aabbc0908,98,1,7,272,경희대학교
2776,vincent_01,76,1,7,280,경희대학교
2777,alsgkr9675,97,1,7,266,경희대학교
2778,hoon98,100,1,7,263,경희대학교
2779,yeari0,77,1,7,274,경희대학교
2780,f92m8c,140,1,7,236,경희대학교
2781,gusrl4025,68,1,7,273,경희대학교
2782,oiss427,97,1,7,256,경희대학교
2783,soo0311,78,1,7,265,경희대학교
2784,jdk829355,87,1,7,255,경희대학교
2785,komg00,87,1,7,255,경희대학교
2786,omg0mg,73,1,7,262,경희대학교
2787,tjddnrla0,79,1,7,258,경희대학교
2788,dlfxor0329,100,1,7,245,경희대학교
2789,zeehyo2216,65,1,7,264,경희대학교
2790,nagi0101,34,0,7,310,경희대학교
2791,jde429,87,1,7,248,경희대학교
2792,rksgpdnjs,94,1,7,244,경희대학교
2793,blackponge,90,1,7,244,경희대학교
2794,tmdxor01,90,1,7,244,경희대학교
2795,lke8186,39,0,7,300,경희대학교
2796,highhigh,88,1,7,240,경희대학교
2797,abc4571998,63,1,7,246,경희대학교
2798,wkshwk,43,0,7,280,경희대학교
2799,cig1118,69,1,7,237,경희대학교
2800,ehdakvvv,74,1,7,233,경희대학교
2801,greendiary,67,1,7,231,경희대학교
2802,karl0248,76,1,7,225,경희대학교
2803,whgurrbs94,44,0,7,269,경희대학교
2804,mgchoi7777,83,1,7,218,경희대학교
2805,jftj917,47,0,6,259,경희대학교
2806,kjune10023,75,1,6,210,경희대학교
2807,jeongmh09,64,2,6,189,경희대학교
2808,lyh2315,62,1,6,215,경희대학교
2809,mathcoding,46,0,6,241,경희대학교
2810,yesp27,71,1,6,196,경희대학교
2811,kdk047812,74,1,6,189,경희대학교
2812,jh011007,70,1,6,190,경희대학교
2813,theia17,33,0,6,234,경희대학교
2814,tlasy2205,49,0,6,222,경희대학교
2815,jaeyoonn,152,1,6,140,경희대학교
2816,damagozzi,73,1,6,177,경희대학교
2817,alsdn2530,36,0,6,226,경희대학교
2818,tkddud386,34,0,6,226,경희대학교
2819,hsh019,70,1,6,174,경희대학교
2820,lu_mato,60,1,6,180,경희대학교
2821,rkdxodn96,24,0,6,225,경희대학교
2822,bjyh9819,46,0,6,207,경희대학교
2823,laserpower,37,0,6,211,경희대학교
2824,sjyoon55,31,0,6,213,경희대학교
2825,sporta05,65,1,6,163,경희대학교
2826,moonhy7,66,1,6,156,경희대학교
2827,mangogo6,31,0,6,203,경희대학교
2828,jbh030312,29,0,6,198,경희대학교
2829,haedam19,30,0,6,196,경희대학교
2830,kong3047,60,1,6,150,경희대학교
2831,shdream0718,55,1,6,151,경희대학교
2832,ys211782,66,1,6,144,경희대학교
2833,atomphysik,50,0,6,178,경희대학교
2834,yulim9926,26,0,6,196,경희대학교
2835,nayoungsuk,64,1,6,142,경희대학교
2836,wse0118,60,1,6,145,경희대학교
2837,yesmuki,54,1,6,149,경희대학교
2838,leesy0159,53,1,6,148,경희대학교
2839,chanjin4099,57,1,6,145,경희대학교
2840,siemprellegatarde,62,1,6,140,경희대학교
2841,hojun313,42,0,6,175,경희대학교
2842,chj3123,61,1,6,133,경희대학교
2843,riny0829,62,1,6,131,경희대학교
2844,chlqhrud0208,62,1,6,130,경희대학교
2845,whole0526,28,0,6,179,경희대학교
2846,ysg2997,62,1,6,130,경희대학교
2847,2dubu,37,0,6,170,경희대학교
2848,ahnbang99,68,1,6,124,경희대학교
2849,reewon1215,62,1,5,127,경희대학교
2850,khekgus12,63,1,5,122,경희대학교
2851,surt321,62,1,5,121,경희대학교
2852,96bluechip,40,0,5,160,경희대학교
2853,rame0904,59,1,5,121,경희대학교
2854,tlsgur0427,59,1,5,121,경희대학교
2855,chocosdj1234,23,0,5,168,경희대학교
2856,jsh991124,17,0,5,173,경희대학교
2857,sbpark0630,52,1,5,121,경희대학교
2858,ket098,56,1,5,116,경희대학교
2859,vita420,51,1,5,117,경희대학교
2860,piosj,51,1,5,116,경희대학교
2861,co22oc,14,0,5,161,경희대학교
2862,jhi2359,37,0,5,140,경희대학교
2863,yourak1002,51,0,5,128,경희대학교
2864,yhlee97,54,1,5,99,경희대학교
2865,2018102210,22,0,5,145,경희대학교
2866,heen_a,46,1,5,102,경희대학교
2867,jerrybeomsoo,46,1,5,95,경희대학교
2868,jhjblck03,48,1,5,92,경희대학교
2869,minari0324,47,1,5,91,경희대학교
2870,dudckskr,41,1,5,94,경희대학교
2871,haddol7,42,1,5,94,경희대학교
2872,esot3ria,14,0,5,138,경희대학교
2873,juventa23,46,1,4,86,경희대학교
2874,kwanwoo1201,44,1,4,86,경희대학교
2875,wns8128,38,1,4,91,경희대학교
2876,earth01113,39,1,4,89,경희대학교
2877,leesj2570,40,1,4,86,경희대학교
2878,gywns03,48,1,4,78,경희대학교
2879,joo2331,39,1,4,84,경희대학교
2880,thlee94,26,0,4,116,경희대학교
2881,sena1124,46,1,4,75,경희대학교
2882,kcjin1223,25,0,4,114,경희대학교
2883,kminseo,45,1,4,74,경희대학교
2884,limjh914,30,1,4,85,경희대학교
2885,aapl316,43,1,4,74,경희대학교
2886,codmo12,29,0,4,109,경희대학교
2887,seak10,41,1,4,75,경희대학교
2888,ryj8075,40,1,4,75,경희대학교
2889,hyundxdy,23,0,4,112,경희대학교
2890,simy1025,27,0,4,108,경희대학교
2891,jackezi,31,1,4,77,경희대학교
2892,cdjoo88,13,0,3,107,경희대학교
2893,jeongyunpark0115,35,1,3,62,경희대학교
2894,guddn3035,39,1,3,58,경희대학교
2895,rexit,21,0,3,90,경희대학교
2896,dmswll97,35,1,3,49,경희대학교
2897,jaewonheo1101,29,1,3,51,경희대학교
2898,han20han,21,0,3,80,경희대학교
2899,ash_ine_3,34,1,3,44,경희대학교
2900,wlgur0604,25,1,3,48,경희대학교
2901,andyj03074,12,0,2,73,경희대학교
2902,nenen2ya,17,0,2,69,경희대학교
2903,wsxqaz2190,20,0,2,64,경희대학교
2904,hyeokseung1208,22,0,2,60,경희대학교
2905,dlehdcks9s,27,0,2,54,경희대학교
2906,alstkd0328,21,0,2,53,경희대학교
2907,jaemin3623333,30,0,2,44,경희대학교
2908,hsyoun2222,15,0,2,53,경희대학교
2909,briankim0809,9,0,2,55,경희대학교
2910,cer,8,0,1,52,경희대학교
2911,mastermath,25,0,1,38,경희대학교
2912,epi3706,24,0,1,36,경희대학교
2913,gkj8963,11,0,1,47,경희대학교
2914,soda33,18,0,1,41,경희대학교
2915,dndn1544,11,0,1,45,경희대학교
2916,nsmkung,17,0,1,40,경희대학교
2917,psh12oha,18,0,1,37,경희대학교
2918,rlatkdgns042,15,0,1,39,경희대학교
2919,cloud9,24,0,1,31,경희대학교
2920,hoyoon9623,23,0,1,30,경희대학교
2921,magichjk,15,0,1,34,경희대학교
2922,haramjeong,20,0,1,29,경희대학교
2923,dlrkdgus3,20,0,1,27,경희대학교
2924,sjo010424,21,0,1,24,경희대학교
2925,allen0114,19,0,1,21,경희대학교
2926,markwalker,18,0,1,22,경희대학교
2927,jihoonbb,17,0,1,21,경희대학교
2928,kame25,18,0,1,20,경희대학교
2929,mcladinz,15,0,1,22,경희대학교
2930,dongjooyun,13,0,1,20,경희대학교
2931,0503kng,12,0,0,17,경희대학교
2932,hch2454,10,0,0,18,경희대학교
2933,ksyummy,9,0,0,18,경희대학교
2934,woobeen100,13,0,0,15,경희대학교
